color_a,color_b,shared_paintings
#25152a,#2a2523,3
#25152a,#cbd4b1,2
#805040,#d4cbb1,870
#805040,#2a2523,328
#805040,#708040,44
#805040,#25232a,53
#805040,#28232a,35
#805040,#cbd4b1,102
#805040,#b1d4cb,30
#805040,#2a2107,50
#805040,#152a1a,2
#152a1a,#708040,16
#152a1a,#b1d4cb,4
#152a1a,#cbd4b1,9
#152a1a,#d4cbb1,6
#152a1a,#2a2107,1
#708040,#d4cbb1,264
#708040,#cbd4b1,165
#708040,#b1d4cb,43
#708040,#2a2107,55
#708040,#2a2523,11
#b1d4cb,#cbd4b1,203
#b1d4cb,#d4cbb1,187
#b1d4cb,#2a2107,17
#b1d4cb,#2a2523,7
#2a2107,#d4cbb1,145
#2a2107,#cbd4b1,50
#2a2107,#2a2523,13
#2a2107,#28232a,1
#cbd4b1,#d4cbb1,757
#cbd4b1,#2a2523,24
#cbd4b1,#25232a,8
#cbd4b1,#28232a,2
#25232a,#28232a,54
#25232a,#2a2523,53
#25232a,#d4cbb1,35
#2a2523,#d4cbb1,246
#2a2523,#28232a,36
#28232a,#d4cbb1,19
