node_id,node_type,label,degree
painting::Artists2/Aleksey Antropov/Portrait Of Anna Vasiliyevna Buturlina.jpg,painting,Portrait Of Anna Vasiliyevna Buturlina,6
painting::Artists2/Aleksey Antropov/Portrait Of Tsar Peter Iii 1728 62 1762.jpg,painting,Portrait Of Tsar Peter Iii 1728 62 1762,10
painting::Artists2/Aleksey Antropov/Portrait Of Princess T A Trubetzkaya.jpg,painting,Portrait Of Princess T A Trubetzkaya,8
painting::Artists2/Aleksey Antropov/Portrait Of Fyodor Dubyansky 1761.jpg,painting,Portrait Of Fyodor Dubyansky 1761,5
painting::Artists2/Aleksey Antropov/Portrait Of F Krasnoschiokov.jpg,painting,Portrait Of F Krasnoschiokov,7
painting::Artists2/Aleksey Antropov/Portrait Of Catherine Ii.jpg,painting,Portrait Of Catherine Ii,9
painting::Artists2/Aleksey Antropov/Portrait Of Empress Elizaveta Petrovna.jpg,painting,Portrait Of Empress Elizaveta Petrovna,7
painting::Artists2/Aleksey Antropov/Portrait Of An Unknown Lady.jpg,painting,Portrait Of An Unknown Lady,7
painting::Artists2/Aleksey Antropov/Portrait Of The Lady In Waiting A M Izmaylova.jpg,painting,Portrait Of The Lady In Waiting A M Izmaylova,3
painting::Artists2/Aleksey Antropov/The Last Supper.jpg,painting,The Last Supper,7
painting::Artists2/Aleksey Antropov/Apostol St Peter.jpg,painting,Apostol St Peter,6
painting::Artists2/Aleksey Antropov/Lord God Safaof.jpg,painting,Lord God Safaof,7
painting::Artists2/Aleksey Antropov/An Icon From The Iconostasis Of The St Andrew S Church In Kiev 1754.jpg,painting,An Icon From The Iconostasis Of The St Andrew S Church In Kiev 1754,6
painting::Artists2/Aleksey Antropov/Portrait Of Grand Duke Peter Fedotovich Later Peter Iii.jpg,painting,Portrait Of Grand Duke Peter Fedotovich Later Peter Iii,8
painting::Artists2/Adriaen Van De Velde/A Classical Landscape 1671.jpg,painting,A Classical Landscape 1671,8
painting::Artists2/Francesco Solimena/Dream Of Jacob.jpg,painting,Dream Of Jacob,9
painting::Artists2/Johannes Vermeer/The Music Lesson.jpg,painting,The Music Lesson,9
painting::Artists2/Johannes Vermeer/The Girl With A Pearl Earring.jpg,painting,The Girl With A Pearl Earring,5
painting::Artists2/Johannes Vermeer/A Young Woman Seated At A Virginal A Lady Seated At A Virginal.jpg,painting,A Young Woman Seated At A Virginal A Lady Seated At A Virginal,6
painting::Artists2/Johannes Vermeer/Youg Woman Playing A Guitar.jpg,painting,Youg Woman Playing A Guitar,10
painting::Artists2/Johannes Vermeer/Allegory On Faith.jpg,painting,Allegory On Faith,6
painting::Artists2/Johannes Vermeer/A Young Woman Seated At The Virginals A Young Woman Seated At The Virginal.jpg,painting,A Young Woman Seated At The Virginals A Young Woman Seated At The Virginal,8
painting::Artists2/Johannes Vermeer/Lady Writing A Letter With Her Maid.jpg,painting,Lady Writing A Letter With Her Maid,9
painting::Artists2/Johannes Vermeer/A Lady Standing At A Virginal.jpg,painting,A Lady Standing At A Virginal,7
painting::Artists2/Johannes Vermeer/The Lacemaker.jpg,painting,The Lacemaker,10
painting::Artists2/Johannes Vermeer/The Love Letter.jpg,painting,The Love Letter,5
