path,author_name,painting_name,image_url,x,y
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 10.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 10,https://uploads8.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-10.jpg!Large.jpg,-0.01400509128834225,-0.0051501889680444675
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 11.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 11,https://uploads8.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-11.jpg!Large.jpg,-0.01660907869109471,-0.0064595682309346964
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 12.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 12,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-12.jpg,-0.014675044667747923,-0.00543039303648472
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 2.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 2,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-2.jpg!Large.jpg,-0.01349995676061988,-0.004975264472414737
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 3.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 3,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-3.jpg!Large.jpg,-0.01156815346871461,-0.004232491910932853
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 4.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 4,https://uploads6.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-4.jpg,-0.015305165631080779,-0.005712599544690931
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 5.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 5,https://uploads6.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-5.jpg,-0.01614362308905408,-0.005403216138982213
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 6.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 6,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-6.jpg!Large.jpg,0.0008593289974089559,0.0003124306978677896
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 7.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 7,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-7.jpg!Large.jpg,-0.009025607069614272,-0.0033122674159745133
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 8.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 8,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-8.jpg!Large.jpg,-0.015020734652711401,-0.005315346781109058
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 9.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529 9,https://uploads7.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529-9.jpg!Large.jpg,-0.013613325449458015,-0.0049910091427465665
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment 1529,https://uploads5.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment-1529.jpg!Large.jpg,0.0016250095195940635,0.0005727665773105379
Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment.jpg,Albrecht Altdorfer,The Battle Of Issus Fragment,https://uploads0.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-fragment.jpg!Large.jpg,-0.014552355623919938,-0.005332829757461701
Artists2/Albrecht Altdorfer/The Beautiful Virgin Of Regensburg 1520.jpg,Albrecht Altdorfer,The Beautiful Virgin Of Regensburg 1520,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-beautiful-virgin-of-regensburg-1520.jpg!Large.jpg,0.022011510343963925,0.0024271298205614635
Artists2/Albrecht Altdorfer/The Departure Of Saint Florain.jpg,Albrecht Altdorfer,The Departure Of Saint Florain,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-departure-of-saint-florain.jpg!Large.jpg,0.025173794785158642,0.0031797751545974097
Artists2/Albrecht Altdorfer/The Flagellation Of Christ 1518.jpg,Albrecht Altdorfer,The Flagellation Of Christ 1518,https://uploads3.wikiart.org/images/albrecht-altdorfer/the-flagellation-of-christ-1518.jpg!Large.jpg,0.016535417864639093,0.0018206399249160665
Artists2/Albrecht Altdorfer/The Large Spruce 1522.jpg,Albrecht Altdorfer,The Large Spruce 1522,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-large-spruce-1522.jpg!Large.jpg,0.0030023556386676695,0.006117387520420546
Artists2/Albrecht Altdorfer/The Martyrdom Of Saint Florian.jpg,Albrecht Altdorfer,The Martyrdom Of Saint Florian,https://uploads2.wikiart.org/images/albrecht-altdorfer/the-martyrdom-of-saint-florian.jpg!Large.jpg,0.015192006974994272,0.0018143802045374894
Artists2/Albrecht Altdorfer/The Massacre Of The Innocents.jpg,Albrecht Altdorfer,The Massacre Of The Innocents,https://uploads1.wikiart.org/images/albrecht-altdorfer/the-massacre-of-the-innocents.jpg!Large.jpg,0.01100358799612391,0.00027243839847810556
Artists2/Albrecht Altdorfer/The Pride Of The Beggar Sitting On The Train 1531.jpg,Albrecht Altdorfer,The Pride Of The Beggar Sitting On The Train 1531,https://uploads3.wikiart.org/images/albrecht-altdorfer/the-pride-of-the-beggar-sitting-on-the-train-1531.jpg!Large.jpg,-0.017980607320242932,-0.006434430777474274
Artists2/Albrecht Altdorfer/The St George Killing The Dragon Art 1511.jpg,Albrecht Altdorfer,The St George Killing The Dragon Art 1511,https://uploads4.wikiart.org/images/albrecht-altdorfer/the-st-george-killing-the-dragon-art-1511.jpg!Large.jpg,0.01419469790481658,0.0015481649408864867
Artists2/Albrecht Altdorfer/The Stigmatization Of St Francis.jpg,Albrecht Altdorfer,The Stigmatization Of St Francis,https://uploads3.wikiart.org/images/albrecht-altdorfer/the-stigmatization-of-st-francis.jpg,0.014882193761672397,0.0021317539749891594
Artists2/Albrecht Durer/A Life Of The Virgin 1503.jpg,Albrecht Durer,A Life Of The Virgin 1503,https://uploads2.wikiart.org/images/albrecht-durer/a-life-of-the-virgin-1503.jpg!Large.jpg,0.015443638039222723,0.0010332275231868273
Artists2/Albrecht Durer/A Nuremberg Costume Study 1500.jpg,Albrecht Durer,A Nuremberg Costume Study 1500,https://uploads7.wikiart.org/images/albrecht-durer/a-nuremberg-costume-study-1500.jpg!Large.jpg,-0.004243443253483973,-0.004579320665994141
Artists2/Albrecht Durer/A Quarry.jpg,Albrecht Durer,A Quarry,https://uploads3.wikiart.org/images/albrecht-durer/a-quarry.jpg!Large.jpg,0.002989471744603821,0.0032346671695595896
Artists2/Albrecht Durer/A Sea Monster Bearing Away A Princess 1528.jpg,Albrecht Durer,A Sea Monster Bearing Away A Princess 1528,https://uploads1.wikiart.org/images/albrecht-durer/a-sea-monster-bearing-away-a-princess-1528.jpg!Large.jpg,-0.003951036293567143,-0.002513997421170681
Artists2/Albrecht Durer/A Young Girl Of Cologne And Dürer S Wife 1520.jpg,Albrecht Durer,A Young Girl Of Cologne And Dürer S Wife 1520,https://uploads4.wikiart.org/images/albrecht-durer/a-young-girl-of-cologne-and-dürer-s-wife-1520.jpg!Large.jpg,-0.02285983803736228,-0.008301695763314186
Artists2/Albrecht Durer/A Young Hare.jpg,Albrecht Durer,A Young Hare,https://uploads7.wikiart.org/images/albrecht-durer/a-young-hare.jpg!Large.jpg,-0.020487892676186344,-0.011982855247456911
Artists2/Albrecht Durer/Abduction Of A Woman Rape Of The Sabine Women 1495.jpg,Albrecht Durer,Abduction Of A Woman Rape Of The Sabine Women 1495,https://uploads0.wikiart.org/images/albrecht-durer/abduction-of-a-woman-rape-of-the-sabine-women-1495.jpg!Large.jpg,-0.005940497350071283,-0.005321922032844822
Artists2/Albrecht Durer/Abduction Of Proserpine On A Unicorn 1516.jpg,Albrecht Durer,Abduction Of Proserpine On A Unicorn 1516,https://uploads0.wikiart.org/images/albrecht-durer/abduction-of-proserpine-on-a-unicorn-1516.jpg!Large.jpg,-0.006898996359452462,-0.004549026884765065
Artists2/Albrecht Durer/Abduction.jpg,Albrecht Durer,Abduction,https://uploads4.wikiart.org/images/albrecht-durer/abduction.jpg!Large.jpg,-0.012313531303178174,-0.007725419289088467
Artists2/Albrecht Durer/Adam 1507.jpg,Albrecht Durer,Adam 1507,https://uploads4.wikiart.org/images/albrecht-durer/adam-1507.jpg!Large.jpg,0.014624631701597883,0.0016493460699877843
Artists2/Albrecht Durer/Adam And Eve 1504 1.jpg,Albrecht Durer,Adam And Eve 1504 1,https://uploads1.wikiart.org/00198/images/albrecht-durer/adam-eva-durer-1504.jpg!Large.jpg,0.014799314376355061,0.0016530306584917939
Artists2/Albrecht Durer/Adam And Eve 1504.jpg,Albrecht Durer,Adam And Eve 1504,https://uploads3.wikiart.org/images/albrecht-durer/adam-and-eve-1504.jpg!Large.jpg,0.013749987410097336,0.0015624317199639144
Artists2/Albrecht Durer/Adam And Eve 1507.jpg,Albrecht Durer,Adam And Eve 1507,https://uploads3.wikiart.org/images/albrecht-durer/adam-and-eve-1507.jpg!Large.jpg,0.015966086910852453,0.0018681086920090961
Artists2/Albrecht Durer/Adam And Eve 1510.jpg,Albrecht Durer,Adam And Eve 1510,https://uploads3.wikiart.org/images/albrecht-durer/adam-and-eve-1510.jpg!Large.jpg,0.01208097925677803,0.00037960690935583363
Artists2/Albrecht Durer/Adam And Eve.jpg,Albrecht Durer,Adam And Eve,https://uploads7.wikiart.org/images/albrecht-durer/adam-and-eve.jpg!Large.jpg,-0.003840135609900322,-0.005433706706220355
Artists2/Albrecht Durer/Adoration Fragment 1.jpg,Albrecht Durer,Adoration Fragment 1,https://uploads6.wikiart.org/images/albrecht-durer/adoration-fragment-1.jpg!Large.jpg,0.02155087867355292,0.002597662218370016
Artists2/Albrecht Durer/Adoration Fragment 2.jpg,Albrecht Durer,Adoration Fragment 2,https://uploads6.wikiart.org/images/albrecht-durer/adoration-fragment-2.jpg!Large.jpg,0.012120722044840706,0.0015193905180242383
Artists2/Albrecht Durer/Adoration Fragment.jpg,Albrecht Durer,Adoration Fragment,https://uploads4.wikiart.org/images/albrecht-durer/adoration-fragment.jpg!Large.jpg,0.02348452532613279,0.0027979713083192055
Artists2/Albrecht Durer/Adoration Of Kings 1493.jpg,Albrecht Durer,Adoration Of Kings 1493,https://uploads0.wikiart.org/images/albrecht-durer/adoration-of-kings-1493.jpg!Large.jpg,-0.0031816683308169675,-0.006312455366904
Artists2/Albrecht Durer/Adoration Of The Magi.jpg,Albrecht Durer,Adoration Of The Magi,https://uploads7.wikiart.org/images/albrecht-durer/adoration-of-the-magi.jpg!Large.jpg,0.018716893097592557,0.0009197814458144721
Artists2/Albrecht Durer/Agnes Dürerin In Dutch Tracht 1521.jpg,Albrecht Durer,Agnes Dürerin In Dutch Tracht 1521,https://uploads2.wikiart.org/images/albrecht-durer/agnes-dürerin-in-dutch-tracht-1521.jpg!Large.jpg,-0.02886244147285666,-0.008493284037308035
Artists2/Albrecht Durer/Agony In The Garden 1508.jpg,Albrecht Durer,Agony In The Garden 1508,https://uploads1.wikiart.org/images/albrecht-durer/agony-in-the-garden-1508.jpg!Large.jpg,0.020243508100248993,0.0012642199035475582
Artists2/Albrecht Durer/Agony In The Garden 1515.jpg,Albrecht Durer,Agony In The Garden 1515,https://uploads1.wikiart.org/images/albrecht-durer/agony-in-the-garden-1515.jpg!Large.jpg,0.020075372786226085,0.0009809478210414655
Artists2/Albrecht Durer/Albrech Durer The Elder.jpg,Albrecht Durer,Albrech Durer The Elder,https://uploads0.wikiart.org/images/albrecht-durer/albrech-durer-the-elder.jpg!Large.jpg,-0.035034090200327724,-0.01848552677768141
Artists2/Albrecht Durer/Albrecht Durer S Father 1497.jpg,Albrecht Durer,Albrecht Durer S Father 1497,https://uploads5.wikiart.org/images/albrecht-durer/albrecht-durer-s-father-1497.jpg!Large.jpg,-0.023998929332084327,-0.011966150901132056
Artists2/Albrecht Durer/All Saints Picture 1511.jpg,Albrecht Durer,All Saints Picture 1511,https://uploads0.wikiart.org/images/albrecht-durer/all-saints-picture-1511.jpg!Large.jpg,0.015587578368492713,0.0020473706389320303
