path,author_name,painting_name,image_url,x,y
Artists2/Fernand Leger/Naked Model In The Workshop 1913.jpg,Fernand Leger,Naked Model In The Workshop 1913,https://uploads8.wikiart.org/images/fernand-leger/naked-model-in-the-workshop-1913.jpg!Large.jpg,0.009076225720913112,-0.010912758593043482
Artists2/Fernand Leger/New York 1944.jpg,Fernand Leger,New York 1944,https://uploads6.wikiart.org/images/fernand-leger/new-york-1944.jpg,-0.025431908752791964,-0.010167243036370635
Artists2/Fernand Leger/New York.jpg,Fernand Leger,New York,https://uploads2.wikiart.org/images/fernand-leger/new-york.jpg!Large.jpg,-0.025495978328046738,-0.01045311555147288
Artists2/Fernand Leger/Nudes In The Forest 1910.jpg,Fernand Leger,Nudes In The Forest 1910,https://uploads0.wikiart.org/images/fernand-leger/nudes-in-the-forest-1910.jpg!Large.jpg,0.007853878860102073,-0.00959283296880106
Artists2/Fernand Leger/Opera.jpg,Fernand Leger,Opera,https://uploads7.wikiart.org/images/fernand-leger/opera.jpg,-0.07587737577964654,0.015111894919713242
Artists2/Fernand Leger/Part Campaign.jpg,Fernand Leger,Part Campaign,https://uploads7.wikiart.org/images/fernand-leger/part-campaign.jpg!Large.jpg,-0.003589161112721113,-0.014115798293741577
Artists2/Fernand Leger/Pear Compotoir 1923.jpg,Fernand Leger,Pear Compotoir 1923,https://uploads4.wikiart.org/images/fernand-leger/pear-compotoir-1923.jpg!Large.jpg,0.005542646770965508,-0.033044697642682266
Artists2/Fernand Leger/People Framework Manufacturers.jpg,Fernand Leger,People Framework Manufacturers,https://uploads6.wikiart.org/images/fernand-leger/people-framework-manufacturers.jpg!Large.jpg,0.015508113837392905,0.013830261113914942
Artists2/Fernand Leger/Peti Parrot Women Women In Parrot.jpg,Fernand Leger,Peti Parrot Women Women In Parrot,https://uploads8.wikiart.org/images/fernand-leger/peti-parrot-women-women-in-parrot.jpg,0.014578678730117173,0.03197969689429441
Artists2/Fernand Leger/Plant Black.jpg,Fernand Leger,Plant Black,https://uploads5.wikiart.org/images/fernand-leger/plant-black.jpg!Large.jpg,0.001833196206313279,-0.033366073112530745
Artists2/Fernand Leger/Plungers Ii 1942.jpg,Fernand Leger,Plungers Ii 1942,https://uploads1.wikiart.org/images/fernand-leger/plungers-ii-1942.jpg!Large.jpg,-0.0017609609203665829,-0.012518384329514607
