painting_id,motif,weight
painting::Artists2/Guido Reni/Charity 1607.jpg,children,1
painting::Artists2/Jan Steen/Bathsheba Receiving David S Letter.jpg,Old-Testament,1
painting::Artists2/Juan De Valdes Leal/The Sacrifice Of Isaac 1659.jpg,Old-Testament,1
painting::Artists2/Juan De Valdes Leal/Ascension Of Elijah 1658.jpg,Old-Testament,1
painting::Artists2/Bartolome Esteban Murillo/Daniel In The Lions Den.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Joseph Accused By Potiphar S Wife 1655.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Abraham S Sacrifice 1655.jpg,Old-Testament,1
painting::Artists2/Rembrandt/David And Uriah 1665.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Jacob Wrestling With The Angel 1659.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Abraham Receives The Three Angels 1646.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Abraham And Isaac 1645.jpg,Old-Testament,1
painting::Artists2/Rembrandt/David And Jonathan 1642.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Adam And Eve.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Adam And Eva 1638.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Abraham Caressing Isaac 1636.jpg,Old-Testament,1
painting::Artists2/Rembrandt/Joseph And Potiphar S Wife 1634.jpg,Old-Testament,1
painting::Artists2/Rembrandt/David Playing The Harp To Saul.jpg,Old-Testament,1
painting::Artists2/Alonzo Cano/Eve 1666.jpg,Old-Testament,1
painting::Artists2/Nicolas Poussin/Winter The Flood 1664 1.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/The Fall Of Man.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/Suzanna And The Elders.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/Binding Of Isaac.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/Susanna And The Elders.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/Usury Is A Great Evil 1645.jpg,Old-Testament,1
painting::Artists2/Jusepe De Ribera/Jacob S Dream 1639.jpg,Old-Testament,1
painting::Artists2/Jusepe De Ribera/Moses 1638.jpg,Old-Testament,1
painting::Artists2/Jusepe De Ribera/Isaac Blessing Jacob 1637.jpg,Old-Testament,1
painting::Artists2/Jusepe De Ribera/Jacob With The Flock Of Laban.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/The Sacrifice Of Isaac 1630.jpg,Old-Testament,1
painting::Artists2/Jacob Jordaens/Job.jpg,Old-Testament,1
painting::Artists2/Caravaggio/David With The Head Of Goliath 1610.jpg,Old-Testament,1
painting::Artists2/Caravaggio/David And Goliath.jpg,Old-Testament,1
painting::Artists2/Agostino Carracci/The Flood.jpg,Old-Testament,1
painting::Artists2/Jan Steen/Tavern Scene.jpg,taverns-and-inns,1
painting::Artists2/Jan Steen/In The Tavern 1660.jpg,taverns-and-inns,1
painting::Artists2/Jan Steen/Peasants Before An Inn 1653.jpg,taverns-and-inns,1
painting::Artists2/Pieter De Hooch/Tavern Scene With Maid Trying To Fill The Glass Of A Cavalier The Empty Glass.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Scene In The Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Piping And Drinking In The Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/In The Tavern 1.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/In The Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/A Boor Asleep.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/The Schlachtfest.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Tavern Scene.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Peasants Smoking And Drinking.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Interior Of A Tavern With Violin Player.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Peasants Playing Cards In A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Interior With Smokers 1632.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Smokers In An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Peasant Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Interior Of A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Scene At The Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Brouwer/Inn With Drunken Peasants.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Tavern Interior.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Merrymakers In An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Feasting Peasants In A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Resting Travellers.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/In A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Drinking Peasant In An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Tavern Scene.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Peasants In An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Peasants Carousing And Dancing Outside An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/In The Village Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Peasants Dancing In A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Interior Of An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/A Tavern Interior With Peasants Drinking Beneath A Window.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Dance At The Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/The Breakfast.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Three Peasants At An Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/A Village Inn.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/The Halt At The Inn.jpg,taverns-and-inns,1
painting::Artists2/David Teniers The Younger/Monkey Tavern.jpg,taverns-and-inns,1
painting::Artists2/David Teniers The Younger/Before The Inn.jpg,taverns-and-inns,1
painting::Artists2/David Teniers The Younger/Figures Gambling In A Tavern 1670.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Interior Of A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Village Tavern With Four Figures.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Peasants In A Tavern.jpg,taverns-and-inns,1
painting::Artists2/Adriaen Van Ostade/Inn Scene.jpg,taverns-and-inns,1
painting::Artists2/David Teniers The Younger/Tavern Scene 1640.jpg,taverns-and-inns,1
painting::Artists2/Frans Hals/Young Man And Woman In An Inn Yonker Ramp And His Sweetheart 1623.jpg,taverns-and-inns,1
painting::Artists2/Jan Steen/Return Of The Prodigal Son 1670.jpg,families,1
painting::Artists2/Pieter De Hooch/The Courtyard Of A House In Delft.jpg,families,1
painting::Artists2/Bartolome Esteban Murillo/Baking Of Flat Cakes 1650.jpg,families,1
painting::Artists2/Bartolome Esteban Murillo/The Toilette 1675.jpg,families,1
painting::Artists2/Bartolome Esteban Murillo/Peasant Woman And A Boy.jpg,families,1
painting::Artists2/Gerard Terborch/Man Offering A Woman Coins.jpg,families,1
painting::Artists2/Gerard Terborch/The Knifegrinder S Family.jpg,families,1
painting::Artists2/Rembrandt/The Mennonite Minister Cornelis Claesz 1641.jpg,families,1
painting::Artists2/Rembrandt/The Shipbuilder And His Wife 1633.jpg,families,1
painting::Artists2/Adriaen Van Ostade/A Peasant Family Outside A Cottage.jpg,families,1
painting::Artists2/Adriaen Brouwer/Father S Of Unpleasant Duties 1631.jpg,families,1
painting::Artists2/Adriaen Van Ostade/Peasant Family.jpg,families,1
painting::Artists2/Adriaen Van Ostade/Peasant Family In A Cottage Interior.jpg,families,1
painting::Artists2/Adriaen Van Ostade/The Family 1.jpg,families,1
painting::Artists2/Adriaen Van Ostade/The Family.jpg,families,1
painting::Artists2/Adriaen Van Ostade/Interior With A Peasant Family.jpg,families,1
painting::Artists2/Adriaen Van Ostade/Cottage Interior With A Family Around The Hearth.jpg,families,1
painting::Artists2/David Teniers The Younger/Landscape With A Family.jpg,families,1
painting::Artists2/Theodoor Van Thulden/Josina Copes Van Westrum And Her Children.jpg,families,1
painting::Artists2/Judith Leyster/A Man Offers A Young Girl Money 1631.jpg,families,1
painting::Artists2/Francisco De Zurbaran/The House Of Nazareth 1640.jpg,families,1
painting::Artists2/Le Nain Brothers/The Grace.jpg,families,1
painting::Artists2/Le Nain Brothers/Portrait In An Interior.jpg,families,1
painting::Artists2/Le Nain Brothers/The Happy Family 1642.jpg,families,1
painting::Artists2/Le Nain Brothers/The Family Meal 1642.jpg,families,1
painting::Artists2/Le Nain Brothers/Country Interior 1642.jpg,families,1
painting::Artists2/Le Nain Brothers/The Family Of The Peasants.jpg,families,1
painting::Artists2/Le Nain Brothers/Family Of Milk Seller.jpg,families,1
painting::Artists2/Le Nain Brothers/Four Figures At Table.jpg,families,1
painting::Artists2/Jacob Jordaens/Eating Man.jpg,families,1
painting::Artists2/Jacob Jordaens/Portrait Of A Family 1650.jpg,families,1
painting::Artists2/Jacob Jordaens/As The Old Sang So The Young Pipe 1644.jpg,families,1
painting::Artists2/Jacob Jordaens/As The Old Sang So The Young Pipe 1640.jpg,families,1
painting::Artists2/Jacob Jordaens/As The Old Sang So The Young Pipe 1638.jpg,families,1
painting::Artists2/Jacob Jordaens/The Peasants And The Satyr.jpg,families,1
painting::Artists2/Jacob Jordaens/Satyr And Peasant 1621.jpg,families,1
painting::Artists2/Jacob Jordaens/The Satyr With The Peasants 1620.jpg,families,1
painting::Artists2/Jacob Jordaens/Satyr And Peasant 1620 1.jpg,families,1
painting::Artists2/Jacob Jordaens/Satyr And Peasant 1620.jpg,families,1
painting::Artists2/Gabriel Metsu/Visit To The Nursery After The Birth Of Sara Hinlopen 1661.jpg,domestic-settings,1
painting::Artists2/Gabriel Metsu/The Intruder.jpg,domestic-settings,1
painting::Artists2/Gabriel Metsu/A Soldier Visiting A Young Lady 1661.jpg,domestic-settings,1
painting::Artists2/Pieter De Hooch/A Woman Peeling Apples.jpg,domestic-settings,1
painting::Artists2/Gabriel Metsu/The Hunter S Present.jpg,domestic-settings,1
painting::Artists2/Pieter De Hooch/Two Women With A Child In Court.jpg,domestic-settings,1
painting::Artists2/Bartolome Esteban Murillo/Baking Of Flat Cakes 1650.jpg,domestic-settings,1
painting::Artists2/Gerard Terborch/Woman Peeling Apple 1650.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/The Interior Of A Peasant S Cottage.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/Interior Of A Farmhouse With Skaters.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/The Family 1.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/The Family.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/Cottage Interior With A Family Around The Hearth.jpg,domestic-settings,1
painting::Artists2/David Teniers The Younger/Flanders In A Peasant Cottage.jpg,domestic-settings,1
painting::Artists2/David Teniers The Younger/An Old Peasant Caresses A Kitchen Maid In A Stable.jpg,domestic-settings,1
painting::Artists2/David Teniers The Younger/The Kitchen 1646.jpg,domestic-settings,1
painting::Artists2/Judith Leyster/A Man Offers A Young Girl Money 1631.jpg,domestic-settings,1
painting::Artists2/Adriaen Van Ostade/Sense Of Smell.jpg,domestic-settings,1
painting::Artists2/David Teniers The Younger/Interior Scene With A Young Woman Scrubbing Pots While An Old Man Makes Advances.jpg,domestic-settings,1
painting::Artists2/David Teniers The Younger/Kitchen 1644.jpg,domestic-settings,1
painting::Artists2/Francisco De Zurbaran/The House Of Nazareth 1640.jpg,domestic-settings,1
painting::Artists2/Diego Velazquez/Two Young Men Eating At A Humble Table.jpg,domestic-settings,1
painting::Artists2/Diego Velazquez/The Lunch 1620.jpg,domestic-settings,1
painting::Artists2/Diego Velazquez/Kitchen Scene With The Supper In Emmaus 1618.jpg,domestic-settings,1
painting::Artists2/Diego Velazquez/Breakfast.jpg,domestic-settings,1
painting::Artists2/Diego Velazquez/An Old Woman Cooking Eggs 1618.jpg,domestic-settings,1
painting::Artists2/Jacob Jordaens/Kitchen Scene.jpg,domestic-settings,1
painting::Artists2/Adriaen Van De Venne/Mans Grief.jpg,domestic-settings,1
painting::Artists2/Frans Hals/A Kitchen Interior With A Maid And A Lady Preparing Game 1630.jpg,domestic-settings,1
painting::Artists2/Pieter De Hooch/Woman Weighing Gold Coins.jpg,handwork,1
painting::Artists2/Pieter De Hooch/Mother At The Cradle.jpg,handwork,1
painting::Artists2/Gabriel Metsu/The Armorer.jpg,handwork,1
painting::Artists2/Pieter De Hooch/A Woman And A Child On A Bleichwiese.jpg,handwork,1
painting::Artists2/Adriaen Van Ostade/Scissors Grinder.jpg,handwork,1
painting::Artists2/Adriaen Van Ostade/The Fishwife 1.jpg,handwork,1
painting::Artists2/Adriaen Van Ostade/Cutting The Feather.jpg,handwork,1
painting::Artists2/David Teniers The Younger/Flanders In A Peasant Cottage.jpg,handwork,1
painting::Artists2/David Teniers The Younger/An Old Peasant Caresses A Kitchen Maid In A Stable.jpg,handwork,1
painting::Artists2/David Teniers The Younger/A Barn Interior.jpg,handwork,1
painting::Artists2/David Teniers The Younger/Interior Scene With A Young Woman Scrubbing Pots While An Old Man Makes Advances.jpg,handwork,1
painting::Artists2/Adriaen Van De Venne/Emblem.jpg,handwork,1
painting::Artists2/Adriaen Van De Venne/A Man Carrying A Sack.jpg,handwork,1
painting::Artists2/Adriaen Van De Venne/Mans Grief.jpg,handwork,1
painting::Artists2/Pieter De Hooch/Company In Garden.jpg,folk-architecture,1
painting::Artists2/Pieter De Hooch/A Woman And A Maid In A Courtyard.jpg,folk-architecture,1
painting::Artists2/Pieter De Hooch/A Woman And A Child On A Bleichwiese.jpg,folk-architecture,1
painting::Artists2/Pieter De Hooch/A Dutch Courtyard.jpg,folk-architecture,1
painting::Artists2/Gerard Terborch/The Knifegrinder S Family.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Village Scene 1.jpg,folk-architecture,1
painting::Artists2/Adriaen Brouwer/Moonlit Landscape.jpg,folk-architecture,1
painting::Artists2/Adriaen Brouwer/Village Scene With Men Drinking.jpg,folk-architecture,1
painting::Artists2/Adriaen Brouwer/Drinkers In The Yard.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Village Scene.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Interior Of A Peasant Dwelling.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Before The Inn.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Landscape.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Kermess 1652.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Peasants Bowling In A Village Street.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Country Kermess.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Peasants Dancing Outside An Inn 1.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Peasants Dancing Outside An Inn.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/The Kermess At The Half Moon Inn 1641.jpg,folk-architecture,1
painting::Artists2/David Teniers The Younger/Flemish Kermess 1640.jpg,folk-architecture,1
painting::Artists2/Le Nain Brothers/Peasants In The Cave House.jpg,folk-architecture,1
painting::Artists2/Le Nain Brothers/Peasants At Their Cottage Door.jpg,folk-architecture,1
painting::Artists2/Le Nain Brothers/The Cart 1641.jpg,folk-architecture,1
painting::Artists2/Nicolas Poussin/Landscape With The Funeral Of Phocion 1648.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter State 3.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Spring.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Farm On A River Between Trees.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Farmhouse With Dovecote On A River.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter Landscape.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter Landscape 1629.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter Landscape With Farmhouse 1624.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter Landscape 1623.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Ferry Boat 1622.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/The Robbery 1616.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Winter Scene With Skaters 1615.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Farm In Landscape.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Frozen River With Skaters Near A Farmhouse.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Path Along A River With Building On Stilts.jpg,folk-architecture,1
painting::Artists2/Esaias Van De Velde/Landscape With Farmhouse And Barn On Stilts At A Water.jpg,folk-architecture,1
painting::Artists2/Jan Siberechts/An Extensive River Landscape Probably Derbyshire With Drovers And Their Cattle In The 1698.jpg,cliffs-and-rocks,1
painting::Artists2/Jan Siberechts/Landscape With Rainbow Henley On Thames 1690.jpg,cliffs-and-rocks,1
painting::Artists2/Adriaen Brouwer/Moonlit Landscape.jpg,cliffs-and-rocks,1
painting::Artists2/Adriaen Brouwer/Dune Landscape By Moonlight.jpg,cliffs-and-rocks,1
painting::Artists2/Adriaen Brouwer/Twilight Landscape.jpg,cliffs-and-rocks,1
painting::Artists2/Nicolas Poussin/Landscape With Diogenes.jpg,cliffs-and-rocks,1
painting::Artists2/Nicolas Poussin/Ideal Landscape 1650.jpg,cliffs-and-rocks,1
painting::Artists2/Nicolas Poussin/Landscape With A Man Killed By A Snake 1648.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/Landscape With Overhanging Fir.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/Landscape With Armed Men 1635.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/Landscape.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/Town With Four Towers.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/View Of Brussels From The North East 1625.jpg,cliffs-and-rocks,1
painting::Artists2/Hercules Seghers/A River Valley With A Group Of Houses 1625.jpg,cliffs-and-rocks,1
painting::Artists2/Esaias Van De Velde/Mountainous Landscape With Traveller.jpg,cliffs-and-rocks,1
painting::Artists2/Esaias Van De Velde/Arcadian Landscape.jpg,cliffs-and-rocks,1
painting::Artists2/Agostino Carracci/Landscape With Bathers 1599.jpg,cliffs-and-rocks,1
painting::Artists2/Gabriel Metsu/A Hunter Getting Dressed After Bathing.jpg,male-nude,1
painting::Artists2/Rembrandt/Adam And Eve.jpg,male-nude,1
painting::Artists2/Rembrandt/Adam And Eva 1638.jpg,male-nude,1
painting::Artists2/Jacob Jordaens/Cupid And Sleeping Nymphs.jpg,male-nude,1
painting::Artists2/Jacob Jordaens/The Abundance Of The Earth 1649.jpg,male-nude,1
painting::Artists2/Jacob Jordaens/The Apotheosis Of Aeneas 1617.jpg,male-nude,1
painting::Artists2/Agostino Carracci/The Satire And His Wife.jpg,male-nude,1
painting::Artists2/Agostino Carracci/The Satyr And Nymph.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Religion Of Priapus.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Satyr Mason.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Polyenos And Chrisis.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Paris And Oenone.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Pandora.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Ovid And Corine.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Messalina In Lisisica S Booth.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Mars And Venus.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Julie With An Athlete.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Jupiter And Juno.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Hercules And Deianira.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Angelica And Medor.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Antony And Cleopatra.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Bachus And Ariane.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Alcibiade And Glycere.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Aeneas And Dido.jpg,male-nude,1
painting::Artists2/Agostino Carracci/Achille And Briseis.jpg,male-nude,1
painting::Artists2/Annibale Carracci/Triton.jpg,male-nude,1
painting::Artists2/Annibale Carracci/Nude Study.jpg,male-nude,1
painting::Artists2/Annibale Carracci/Atlante.jpg,male-nude,1
painting::Artists2/Pieter De Hooch/Paying The Hostess 1658.jpg,characters-and-emotions,1
painting::Artists2/Gerard Terborch/The Glass Of Lemonade 1.jpg,characters-and-emotions,1
painting::Artists2/Gerard Terborch/Curiosity.jpg,characters-and-emotions,1
painting::Artists2/Adriaen Brouwer/Two Peasants.jpg,characters-and-emotions,1
painting::Artists2/Rembrandt/A Woman Weeping.jpg,characters-and-emotions,1
painting::Artists2/Adriaen Brouwer/Fumatore.jpg,characters-and-emotions,1
painting::Artists2/Adriaen Brouwer/The Bitter Drunk.jpg,characters-and-emotions,1
painting::Artists2/Adriaen Brouwer/Youth Making A Face.jpg,characters-and-emotions,1
painting::Artists2/Judith Leyster/Portrait Of A Man.jpg,characters-and-emotions,1
painting::Artists2/Jacob Jordaens/Bearded Man Stepping Down.jpg,characters-and-emotions,1
painting::Artists2/Jacob Jordaens/The Banquet Of Cleopatra 1653.jpg,characters-and-emotions,1
painting::Artists2/Jusepe De Ribera/The Drinker 1637.jpg,characters-and-emotions,1
painting::Artists2/Jacob Jordaens/Study Of Two Female Heads And Torso Of A Warrior 1623.jpg,characters-and-emotions,1
painting::Artists2/Jacob Jordaens/Study Of Three Women And Child 1623.jpg,characters-and-emotions,1
painting::Artists2/Nicolas Poussin/Shepherds Of Arcadia 1627.jpg,characters-and-emotions,1
painting::Artists2/Pieter De Hooch/Woman With Basket Of Beans In The Kitchen Garden 1651.jpg,cottages-and-farmhouses,1
painting::Artists2/Adriaen Brouwer/Village Scene With Men Drinking.jpg,cottages-and-farmhouses,1
painting::Artists2/Adriaen Van Ostade/The Cottage Dooryard.jpg,cottages-and-farmhouses,1
painting::Artists2/Nicolas Poussin/Landscape With Diogenes.jpg,cottages-and-farmhouses,1
painting::Artists2/Nicolas Poussin/Ideal Landscape 1650.jpg,cottages-and-farmhouses,1
painting::Artists2/Nicolas Poussin/Landscape With A Man Killed By A Snake 1648.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Farm On A River Between Trees.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Winter Landscape 1629.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Winter Landscape With Farmhouse 1624.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Winter Landscape 1623.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Ferry Boat 1622.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/A Frozen River With Skaters 1619.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Farm Near Frozen River With Skaters On The Ice.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Spaarnwoude.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Farm In Landscape.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Riding On The Road Next To A Farm.jpg,cottages-and-farmhouses,1
painting::Artists2/Esaias Van De Velde/Landscape With Farmhouse And Barn On Stilts At A Water.jpg,cottages-and-farmhouses,1
painting::Artists2/Bartolome Esteban Murillo/St Francis Of Assisi At Prayer 1650.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Vision To St Francis 1646.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis Of Assisi Receiving The Stigmata.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis And Angels.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Francis Xavier 1670.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis Of Assisi Embracing The Crucified Christ.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/The Vision To St Francis At Porziuncola.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/St Francis 1660.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/St Francis.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/St Francis Kneeling 1639.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/St Francis In Meditation 1639.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/St Francis Contemplating A Skull.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Francisco De Zurbaran/Meditation Of St Francis 1632.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Jusepe De Ribera/St Francis Of Assisi 1643.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Jusepe De Ribera/Vision Of St Francis Of Assisi 1638.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Caravaggio/Saint Francis In Prayer.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Caravaggio/Nativity With St Francis And St Lawrence 1609.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Caravaggio/Saint Francis In Meditation.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Guido Reni/St Francis In Prayer With Two Angels 1631.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bernardo Strozzi/St Francis Of Assisi.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Caravaggio/Saint Francis Of Assisi In Ecstasy.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Guido Reni/St Francis.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Guido Reni/St Francis Consoled By Angelic Music 1610.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Guido Reni/Saint Francis Deadened With An Angel Musician 1607.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Annibale Carracci/Pieta With St Francis And Mary Magdalene 1607.jpg,St.-Francis-of-Assisi,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds 1650.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/The Virgin And Infant Jesus.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/The Flight Into Egypt.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family With The Infant St John The Baptist 1670.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family The Seville Virgin 1670.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds 1.jpg,Holy-Family,1
painting::Artists2/Bartolome Esteban Murillo/The Rest On The Flight Into Egypt.jpg,Holy-Family,1
