painting_id,motif,weight
painting::Artists2/Bartolome Esteban Murillo/Virgin And Child 1680 1.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Virgin And Child 1680.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Annunciation 1680.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Ecce Homo.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Thomas Of Villanova Giving Alms To The Poors 1678.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Infant Jesus Distributing Bread To Pilgrims 1678.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Immaculate Conception Of The Escorial.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Marriage Feast At Cana.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Justina And St Rufina 1675.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Mary And Child With Angels Playing Music 1675.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Vision Of A Nun.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Virgin Glorious.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Virgin And Child.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Virgin And Infant Jesus.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Prodigal Son Receives His Rightful Inheritance.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Madonna Of The Rosary.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Infant Jesus Between The Virgin And St Joseph 1.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Infant Jesus Between The Virgin And St Joseph.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception 1.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Flight Into Egypt.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/San Salvador De Horta And Inquisitor Of Aragon.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Isidore.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis And Angels.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Augustine In Meditation.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Anthony Of Padua Adore The Child 1.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Anthony Of Padua Adore The Child.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Repentant Magdalene With An Angel.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Promenade St Joseph And The Infant Jesus.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Praying Monk.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Mother Of Sorrows.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Immaculate Conception And Heads Outlined.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Daniel In The Lions Den.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Christ The Column.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Appearance Of The Christ Child To Saint Anthony Of Padua.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/A Saint Kneeling And Supported By Angels In Ecstasy Before The Virgin And Child On A Cloud.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Two Trinities 1682.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Mystic Marriage Of Saint Catherine 1682.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint John Of God 1672.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Augustine With The Virgin And Child.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Rose Of Lima.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Christ Child Asleep On The Cross.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Christ In The Garden Of Olives.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Children With Shell.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Virgin And Child With St Rosalina 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Marriage Of The Virgin 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family With The Infant St John The Baptist 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family The Seville Virgin 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St John The Baptist With A Lamb 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Assumption Of The Virgin 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Return Of The Prodigal Son 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Moses And The Water From The Rock Of Horeb 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Isaac Blessing Jacob 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Immaculate Conception 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Francis Xavier 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Christ At The Pool Of Bethesda 1670.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception With The Eternal Father.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Francis Of Assisi Embracing The Crucified Christ.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Annunciation.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Thomas Of Villanueva Distributing Alms.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Shepherds 1.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Vision To St Francis At Porziuncola.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Thomas Of Villanueva Dividing His Clothes Among Beggar Boys.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Liberation Of St Peter 1667.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Abraham Receiving The Three Angels 1667.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Leander And St Bonaventure.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Madonna With A Napkin.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Joseph With Infant Chris 1666.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Rest On The Flight Into Egypt.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Anthony Of Padua And The Infant Jesus.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception 1665.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Return Of The Prodigal Son 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Prodigal Son Feeding Swine 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Prodigal Son Feasting With Courtesans 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Prodigal Son Driven Out 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Departure Of The Prodigal Son 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Madonna In The Clouds 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Flight Into Egypt 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Christ The Good Shepherd.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Chasuble Of St Ildefonso 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Birth Of The Virgin 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel With The Instruments Of Whipping 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding The Tunic And Dice 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding The Spear And Sponge Holder 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding The Lantern And The Sword That Was Used To Cut The Ear Of Malchus 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding The Crown Of Thorns 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding Registration 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding A Hammer And Nails 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Holding A Banner 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Angel Carrying The Cross 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Adoration Of The Magi 1660.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Rebecca And Eliezer 1650.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Vision Of St Anthony Of Padua 1656.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception Oil On Canvas.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Immaculate Conception.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Rodriguez 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Isidor 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint John The Baptist Pointing To Christ 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Catherine Of Alexandria 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Adelelmus Of Burgos 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Holy Family With The Infant Saint John 1655.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Virgin With Child.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Virgin And Child 1650.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Holy Family With The Little Bird.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Flight Into Egypt 1650.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Adoration Of The Shepherds.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Angels Kitchen 1646.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/St Diego Giving Alms 1646.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Saint Didacus Of Alcalá In Ecstasy Before The Cross 1646.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/The Vision Of Fray Lauterio.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Madonna And Child 1638.jpg,Christianity,1
painting::Artists2/Bartolome Esteban Murillo/Jesus Among Doctors 1630.jpg,Christianity,1
painting::Artists2/Rembrandt/Holy Family 1640.jpg,Christianity,1
painting::Artists2/Rembrandt/The Resurrection Of Lazurus A Small Plate 1642.jpg,Christianity,1
painting::Artists2/Rembrandt/The Raising Of Lazarus 1642.jpg,Christianity,1
painting::Artists2/Rembrandt/The Flight Into Egypt A Night Piece 1651.jpg,Christianity,1
painting::Artists2/Rembrandt/The Flight Into Egypt.jpg,Christianity,1
painting::Artists2/Rembrandt/Christ Crowned With Thorns.jpg,Christianity,1
painting::Artists2/Rembrandt/The Denial Of Peter 1660.jpg,Christianity,1
painting::Artists2/Rembrandt/Jacob Wrestling With The Angel 1659.jpg,Christianity,1
painting::Artists2/Rembrandt/The Flight Into Egypt Crossing A Brook 1654.jpg,Christianity,1
painting::Artists2/Rembrandt/The Entombment 1654.jpg,Christianity,1
painting::Artists2/Rembrandt/Christ At Emmaus 1654.jpg,Christianity,1
painting::Artists2/Rembrandt/Holy Family With A Curtain 1646.jpg,Christianity,1
painting::Artists2/Rembrandt/The Resurection Of Christ 1639.jpg,Christianity,1
painting::Artists2/Rembrandt/The Entombment 1639.jpg,Christianity,1
painting::Artists2/Rembrandt/Christ Before Pilate 1636.jpg,Christianity,1
painting::Artists2/Rembrandt/The Entombment 1635.jpg,Christianity,1
painting::Artists2/Rembrandt/John The Baptist Preaching 1635.jpg,Christianity,1
painting::Artists2/Rembrandt/Holy Family 1634.jpg,Christianity,1
painting::Artists2/Rembrandt/Christ At Emmaus 1634.jpg,Christianity,1
painting::Artists2/Rembrandt/The Elevation Of The Cross.jpg,Christianity,1
painting::Artists2/Rembrandt/The Raising Of Lazarus 1630 1.jpg,Christianity,1
painting::Artists2/Rembrandt/The Raising Of Lazarus 1630.jpg,Christianity,1
painting::Artists2/Rembrandt/The Flight Into Egypt 1630.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/The Temptation Of St Anthony 3.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/Temptation Of St Anthony.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/The Temptation Of St Anthony 1.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/The Temptation Of St Anthony 2.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/The Temptation Of St Anthony.jpg,Christianity,1
painting::Artists2/Theodoor Van Thulden/Marthyrship Of The Holy Barbara.jpg,Christianity,1
painting::Artists2/Theodoor Van Thulden/Holy Trinity.jpg,Christianity,1
painting::Artists2/Theodoor Van Thulden/Theodoor Flanders And Brabant Honour Maria.jpg,Christianity,1
painting::Artists2/Rembrandt/The Flight Into Egypt A Sketch 1627.jpg,Christianity,1
painting::Artists2/David Teniers The Younger/The Temptation Of St Anthony 1640.jpg,Christianity,1
painting::Artists2/Alonzo Cano/Immaculate Conception 1.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Virgin Of The Rosary.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Child Jesus In The Spine.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Jerome.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Engracia.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Dorothy.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Catherine Of Alexandria.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Carmel.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Barbe.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Scene From The Life Of Saint Pierre Theophile.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Sainte Marine.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Mathilda.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/St Jerome.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/St George And The Dragon.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Saint Bartholomew.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Evangelist John.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Lamentation Of Christ.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Deposition 1634.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Virgin With Donors.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Rest On The Flight To Egypt 1630.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Coronation Of The Virgin 1644.jpg,Christianity,1
painting::Artists2/Diego Velazquez/St Anthony Abbot 1638.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Flight Into Egypt.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Brother Alonso De Ocana.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Shepherds.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1661.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Childhood Of The Virgin.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Luke As A Painter Before Christ On The Cross.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Francis 1660.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Rest On The Flight To Egypt 1659.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Madonna With Child 1658.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Virgin Of The Carthusians.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Eulalia.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Denial Of Saint Peter 1650.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Engracia 1650.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Bonaventure 1650.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Ursula 1650.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Francis.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy 1.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception With Saint Joachim And Saint Anne 1640.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Rufina Of Seville 1640.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Jerome With St Paula And St Eustochium 1640.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Jerome 1.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Casilda Of Toledo.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Anthony Of Padua.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Francis Kneeling 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Magi 1640.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Temptation Of St Jerome 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Lawrence 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Anthony Dispirited 1640.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Mercy Of Fra Martin De Vizcaya 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Francis In Meditation 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Monastery Of Nuestra Señora De La Defensión At Jerez De La Frontera Scene The Circumcision 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Flagellation Of St Jerome By The Angels 1639.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Romanus And St Barulas Of Antioch 1638.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Angel With Incense.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Adoration Of The Shepherds 1638.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Apollonia 1636.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Savior Blessing 1638.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Monastery Of Nuestra Señora De La Defensión At Jerez De La Frontera The Annunciation.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Angel With Incense 1.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1635.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Dream Of Saint Joseph 1635.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Francis Contemplating A Skull.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Brother Pedro Machado.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Vision Of Blessed Alonso Rodriguez 1633.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/The Blessed Lodovica Albertoni 1674.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Tomb Of Pope Alexander Vii 1678.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/St Agnese.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Standing Angel With Scroll 1668.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/The Throne Of Saint Peter 1666.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/The Angel Of The Crown Of Thorns.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Altar Of The Cappella Del Sacramento.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/St Jerome.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Saint Jerome 1663.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Angel With The Inscription Of I N R I.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/The Ecstasy Of St Teresa 1652.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/St Augustine.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Daniel And The Lion.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Tomb Of Pope Urban Viii 1647.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/The Ecstasy Of St Teresa.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/St Longinus.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Charity Tomb Of Urban Viii.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Bust Of Pope Urban Viii 1633.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/The Last Supper.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/Saint Michael Dedicating His Weapons To The Virgin.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/Mary Magdalene In Meditation.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/Nativity With The Torch.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/The Supper At Emmaus 1645.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Golgotha 1630.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Maria And Child And Saints.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Vision Of St Anthony 1629.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Blessed Joseph Hermann 1629.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Assumption Of The Virgin 1627.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Christ On The Cross 1627.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Saint John The Baptist In The Wilderness.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Crucifixion.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Susanna And The Elders 1622.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Apostle Jude 1621.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Lamentation 1620.jpg,Christianity,1
painting::Artists2/Diego Velazquez/St Anthony The Abbot And St Paul The First Hermit.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Temptation Of St Thomas Aquinas.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Christ On The Cross 1632.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Joseph S Bloody Coat Brough To Jacob 1630.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Christ After The Flagellation Contemplated By The Christian Soul 1628.jpg,Christianity,1
painting::Artists2/Alonzo Cano/Immaculate Conception.jpg,Christianity,1
painting::Artists2/Alonzo Cano/Eve 1666.jpg,Christianity,1
painting::Artists2/Alonzo Cano/Vision Of St Anthony Of Padua 1662.jpg,Christianity,1
painting::Artists2/Alonzo Cano/St John The Evangelist Giving Communion To The Virgin.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Hugh Of Cluny In The Refectory Of The Carthusians 1633.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Agatha 1633.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Bartholomew Almost In Agony 1632.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Meditation Of St Francis 1632.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Holy Face.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Margaret Dressed As A Shepherdess.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Apotheosis Of St Thomas Aquinas 1631.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Apostle St Andrew 1631.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Pierre Pascal Bishop Of Jaen.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Young Virgin 1630.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/The Immaculate Conception 1630.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Saint Lucy 1630.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Vision Of St Peter Nolasco 1629.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Birth Of The Virgin 1629.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Appearance Of St Peter To St Peter Nolasco 1629.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Beato Serapio 1628.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/St Gregory 1627.jpg,Christianity,1
painting::Artists2/Francisco De Zurbaran/Christ On The Cross 1627.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Pope Urban Viii.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Saint Andrew And Saint Thomas.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/David With The Head Of Goliath.jpg,Christianity,1
painting::Artists2/Gian Lorenzo Bernini/Bust Of Pope Gregory Xv.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/Birth Of The Virgin.jpg,Christianity,1
painting::Artists2/Le Nain Brothers/Adoration Of The Shepherds.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Capture Of Christ 1620.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Samson And Delilah 1620.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Mozes And The Brass Snake 1620.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Crowning With Thorns 1620.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/An Apostle With Folded Hands 1620.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/The Penitent Apostle Peter 1618.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/St Martin Dividing His Cloak.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/An Apostle.jpg,Christianity,1
painting::Artists2/Anthony Van Dyck/Abraham And Isaac.jpg,Christianity,1
painting::Artists2/Diego Velazquez/The Virgin Appearing To St Ildephonsus And Giving Him A Robe 1620.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Supper At Emmaus 1620.jpg,Christianity,1
painting::Artists2/Diego Velazquez/St Paul.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Saint Thomas 1620.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Saint Paul 1620.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Christ In The House Of Mary And Martha.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Saint John At Patmos.jpg,Christianity,1
painting::Artists2/Diego Velazquez/Adoration Of The Kings 1619.jpg,Christianity,1
painting::Artists2/Matthias Stom/St Gregory.jpg,Christianity,1
painting::Artists2/Matthias Stom/St Ambrose.jpg,Christianity,1
painting::Artists2/Matthias Stom/Sacrifice Of Isaac.jpg,Christianity,1
painting::Artists2/Matthias Stom/Healing Of Tobit.jpg,Christianity,1
painting::Artists2/Matthias Stom/St Jerome.jpg,Christianity,1
painting::Artists2/Matthias Stom/Esau And Jacob.jpg,Christianity,1
painting::Artists2/Matthias Stom/The Adoration Of The Shepherds.jpg,Christianity,1
painting::Artists2/Matthias Stom/Samson And Delilah.jpg,Christianity,1
