node_id,node_type,label,degree
painting::Artists2/Olexandr Archipenko/Nude Female Figure Shown From The Back.jpg,painting,Nude Female Figure Shown From The Back,3
painting::Artists2/Olexandr Archipenko/Group Of Nude Figures.jpg,painting,Group Of Nude Figures,3
painting::Artists2/Olexandr Archipenko/Woman With Umbrella 1919.jpg,painting,Woman With Umbrella 1919,3
painting::Artists2/Juan Gris/Portrait Of Pablo Picasso 1912.jpg,painting,Portrait Of Pablo Picasso 1912,7
painting::Artists2/Roger De La Fresnaye/Man With A Red Kerchief 1922.jpg,painting,Man With A Red Kerchief 1922,8
painting::Artists2/Roger De La Fresnaye/Castor And Pollux 1922.jpg,painting,Castor And Pollux 1922,11
painting::Artists2/Andr Lhote/Le Port De Bordeaux 1915.jpg,painting,Le Port De Bordeaux 1915,6
painting::Artists2/Andr Lhote/L Entr E Du Bassin Flot Bordeaux 1912.jpg,painting,L Entr E Du Bassin Flot Bordeaux 1912,7
painting::Artists2/Roger De La Fresnaye/Study For Le Pierrot 1921.jpg,painting,Study For Le Pierrot 1921,4
painting::Artists2/Roger De La Fresnaye/The Fourteenth Of July 1914.jpg,painting,The Fourteenth Of July 1914,5
painting::Artists2/Roger De La Fresnaye/Seated Man 1914.jpg,painting,Seated Man 1914,10
painting::Artists2/Roger De La Fresnaye/Diabolo.jpg,painting,Diabolo,9
painting::Artists2/Roger De La Fresnaye/The Conquest Of The Air 1913.jpg,painting,The Conquest Of The Air 1913,6
painting::Artists2/Roger De La Fresnaye/Still Life Tin Of Tea And Pot Of Tobacco 1913.jpg,painting,Still Life Tin Of Tea And Pot Of Tobacco 1913,4
painting::Artists2/Roger De La Fresnaye/Married Life 1913.jpg,painting,Married Life 1913,8
painting::Artists2/Roger De La Fresnaye/Joan Of Arc.jpg,painting,Joan Of Arc,6
painting::Artists2/Roger De La Fresnaye/The Factory Chimney Meulan Landscape 1912.jpg,painting,The Factory Chimney Meulan Landscape 1912,10
painting::Artists2/Roger De La Fresnaye/Still Life With Coffee Pot And Melon.jpg,painting,Still Life With Coffee Pot And Melon,5
painting::Artists2/Roger De La Fresnaye/Landscape At Ferte Soud Jouarre 1911.jpg,painting,Landscape At Ferte Soud Jouarre 1911,7
painting::Artists2/Roger De La Fresnaye/Artillery 1911.jpg,painting,Artillery 1911,7
painting::Artists2/Roger De La Fresnaye/Nudes In Landscape 1910.jpg,painting,Nudes In Landscape 1910,7
painting::Artists2/Roger De La Fresnaye/White House At Audierne 1909.jpg,painting,White House At Audierne 1909,5
painting::Artists2/Roger De La Fresnaye/Cows In A Meadow 1909.jpg,painting,Cows In A Meadow 1909,6
color::#668016,color,#668016,22
painting::Artists2/Roger De La Fresnaye/Self Portrait 1908.jpg,painting,Self Portrait 1908,7
painting::Artists2/Georges Braque/The Mantelpiece 1925.jpg,painting,The Mantelpiece 1925,8
painting::Artists2/Georges Braque/The Packing Case 1947.jpg,painting,The Packing Case 1947,9
painting::Artists2/Georges Braque/The Boat Of The Flag.jpg,painting,The Boat Of The Flag,6
painting::Artists2/Georges Braque/Still Life.jpg,painting,Still Life,7
painting::Artists2/Georges Braque/The Metallic Plow 1962.jpg,painting,The Metallic Plow 1962,5
painting::Artists2/Georges Braque/Blue Aquarium 1962.jpg,painting,Blue Aquarium 1962,7
painting::Artists2/Georges Braque/The Weeding Machine 1961.jpg,painting,The Weeding Machine 1961,7
painting::Artists2/Georges Braque/The Plow 1961.jpg,painting,The Plow 1961,4
painting::Artists2/Georges Braque/The Bicycle.jpg,painting,The Bicycle,6
